epoch,accuracy,loss,val_accuracy,val_loss
81,0.9977999925613403,0.013661994598805904,0.862500011920929,0.6561554074287415
82,0.9977999925613403,0.014846857637166977,0.8483871221542358,0.7164231538772583
83,0.9976000189781189,0.012126351706683636,0.8645161390304565,0.6438354253768921
84,0.9964666962623596,0.01610131375491619,0.8725806474685669,0.5907763242721558
85,0.9975333213806152,0.013416937552392483,0.8754032254219055,0.5448681116104126
86,0.9980666637420654,0.012627430260181427,0.8584677577018738,0.7009516358375549
87,0.996999979019165,0.01459681335836649,0.8645161390304565,0.6009382605552673
88,0.9972000122070312,0.01362308394163847,0.8665322661399841,0.605431854724884
89,0.9977333545684814,0.01319989375770092,0.8721774220466614,0.6131190657615662
90,0.9980000257492065,0.0113452123478055,0.8665322661399841,0.6027707457542419
91,0.9981333613395691,0.011282897554337978,0.8842741847038269,0.5674418807029724
92,0.9977999925613403,0.011403721757233143,0.8584677577018738,0.6723182201385498
93,0.9972666501998901,0.014687541872262955,0.8709677457809448,0.5901724696159363
94,0.9973999857902527,0.01308738999068737,0.8653225898742676,0.6185597777366638
95,0.9977999925613403,0.011888779699802399,0.8653225898742676,0.6225445866584778
96,0.9970666766166687,0.013960176147520542,0.8612903356552124,0.6728647947311401
97,0.9976666569709778,0.012846644967794418,0.8701612949371338,0.5620427131652832
98,0.9976666569709778,0.012872997671365738,0.8774193525314331,0.5755137205123901
99,0.9973999857902527,0.01276029460132122,0.8637096881866455,0.7192370295524597
